  -3.4999999999877502e-06	  -3.4999999999877502e-06	  -3.4999999999877502e-06	  -3.4999999999877502e-06	  -3.4999999999877502e-06	  -3.4999999999877502e-06	  -3.4999999999877502e-06	  -3.4999999999877502e+00	
  -3.9597979746294601e-06	  -3.9597979746294601e-06	  -3.9597979746294601e-06	  -3.9597979746294601e-06	  -3.9597979746294601e-06	  -3.9597979746294601e-06	  -4.9497474682868253e-01	  -3.4648232278007782e+00	
  -4.4271887242144805e-06	  -4.4271887242144805e-06	  -4.4271887242144805e-06	  -4.4271887242144805e-06	  -4.4271887242144805e-06	  -4.4271887242144805e-06	  -1.1067971810536201e+00	  -3.3203915431608606e+00	
  -4.8019603839631306e-06	  -4.8019603839631306e-06	  -4.8019603839631306e-06	  -4.8019603839631306e-06	  -4.8019603839631306e-06	  -4.8019603839631306e-06	  -1.8007351439861738e+00	  -3.0012252399769563e+00	
  -4.9497474682761336e-06	  -4.9497474682761336e-06	  -4.9497474682761336e-06	  -4.9497474682761336e-06	  -4.9497474682761336e-06	  -4.9497474682761336e-06	  -2.4748737341380669e+00	  -2.4748737341380669e+00	
  -4.8019603839631306e-06	  -4.8019603839631306e-06	  -4.8019603839631306e-06	  -4.8019603839631306e-06	  -4.8019603839631306e-06	  -4.8019603839631306e-06	  -3.0012252399769563e+00	  -1.8007351439861738e+00	
  -4.4271887242144805e-06	  -4.4271887242144805e-06	  -4.4271887242144805e-06	  -4.4271887242144805e-06	  -4.4271887242144805e-06	  -4.4271887242144805e-06	  -3.3203915431608606e+00	  -1.1067971810536201e+00	
  -3.9597979746294601e-06	  -3.9597979746294601e-06	  -3.9597979746294601e-06	  -3.9597979746294601e-06	  -3.9597979746294601e-06	  -3.9597979746294601e-06	  -3.4648232278007782e+00	  -4.9497474682868253e-01	
  -3.4999999999877493e-06	  -3.4999999999877493e-06	  -3.4999999999877493e-06	  -3.4999999999877493e-06	  -3.4999999999877493e-06	  -3.4999999999877493e-06	  -3.4999999999877498e+00	  -3.4999999999877493e-06	
  -3.9597979746294601e-06	  -3.9597979746294601e-06	  -3.9597979746294601e-06	  -3.9597979746294601e-06	  -3.9597979746294601e-06	  -4.9497474682868253e-01	  -3.9597979746294601e-06	  -3.4648232278007782e+00	
  -4.5421997916422256e-06	  -4.5421997916422256e-06	  -4.5421997916422256e-06	  -4.5421997916422256e-06	  -4.5421997916422256e-06	  -5.6777497395527832e-01	  -5.6777497395527832e-01	  -3.4066498437316692e+00	
  -5.1120772033542852e-06	  -5.1120772033542852e-06	  -5.1120772033542852e-06	  -5.1120772033542852e-06	  -5.1120772033542852e-06	  -6.3900965041928570e-01	  -1.2780193008385714e+00	  -3.1950482520964285e+00	
  -5.4912517838353595e-06	  -5.4912517838353595e-06	  -5.4912517838353595e-06	  -5.4912517838353595e-06	  -5.4912517838353595e-06	  -6.8640647297942003e-01	  -2.0592194189382602e+00	  -2.7456258919176801e+00	
  -5.4912517838353595e-06	  -5.4912517838353595e-06	  -5.4912517838353595e-06	  -5.4912517838353595e-06	  -5.4912517838353595e-06	  -6.8640647297942003e-01	  -2.7456258919176801e+00	  -2.0592194189382602e+00	
  -5.1120772033542852e-06	  -5.1120772033542852e-06	  -5.1120772033542852e-06	  -5.1120772033542852e-06	  -5.1120772033542852e-06	  -6.3900965041928570e-01	  -3.1950482520964285e+00	  -1.2780193008385714e+00	
  -4.5421997916422256e-06	  -4.5421997916422256e-06	  -4.5421997916422256e-06	  -4.5421997916422256e-06	  -4.5421997916422256e-06	  -5.6777497395527832e-01	  -3.4066498437316692e+00	  -5.6777497395527832e-01	
  -3.9597979746294601e-06	  -3.9597979746294601e-06	  -3.9597979746294601e-06	  -3.9597979746294601e-06	  -3.9597979746294601e-06	  -4.9497474682868253e-01	  -3.4648232278007782e+00	  -3.9597979746294601e-06	
  -4.4271887242144805e-06	  -4.4271887242144805e-06	  -4.4271887242144805e-06	  -4.4271887242144805e-06	  -4.4271887242144805e-06	  -1.1067971810536201e+00	  -4.4271887242144805e-06	  -3.3203915431608606e+00	
  -5.1120772033542852e-06	  -5.1120772033542852e-06	  -5.1120772033542852e-06	  -5.1120772033542852e-06	  -5.1120772033542852e-06	  -1.2780193008385714e+00	  -6.3900965041928570e-01	  -3.1950482520964285e+00	
  -5.7154760664559790e-06	  -5.7154760664559790e-06	  -5.7154760664559790e-06	  -5.7154760664559790e-06	  -5.7154760664559790e-06	  -1.4288690166139948e+00	  -1.4288690166139948e+00	  -2.8577380332279896e+00	
